biz_type,name,postcode,rating_date,rating_key,rating_value
Retailers - supermarkets/hypermarkets,Marks & Spencer Simply Food,CF10 1EP,2017-08-31,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Marks & Spencer Simply Food,CF14 5DU,2017-03-31,fhrs_5_en-GB,5
School/college/university,Marlborough Junior & Infants School,CF23 5BU,2019-12-06,fhrs_5_en-GB,5
Retailers - other,Martin McColls Ltd,CF24 0ES,2018-10-09,fhrs_2_en-GB,2
Retailers - other,Martin Player Butchers,CF14 7BQ,2020-08-20,fhrs_5_en-GB,5
Retailers - other,Martins,CF3 0EF,2014-04-15,fhrs_5_en-GB,5
Pub/bar/nightclub,Marys,CF10 1DW,2014-06-23,fhrs_4_en-GB,4
Mobile caterer,Mary's Roadside Cafe,CF11 8TS,2018-06-04,fhrs_3_en-GB,3
Other catering premises,MAS & Co,CF11 6SD,2017-09-05,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Masala Bag,CF24 4NH,2018-10-10,fhrs_5_en-GB,5
Retailers - other,Masala Bazaar,CF24 3BT,2019-12-17,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Masons Arms & Innkeepers Lodge,CF14 6BH,2020-08-20,fhrs_5_en-GB,5
Mobile caterer,Massimo Pasquale Dimascio,CF14 6BH,2016-11-24,fhrs_5_en-GB,5
Pub/bar/nightclub,Master Gunner,CF14 2RU,2020-03-19,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Maths / Learn Cybercafe,CF24 4AG,2017-12-11,fhrs_5_en-GB,5
Distributors/Transporters,Mattfresh Limited,CF11 8BB,2017-10-20,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Mayfair Guest House,CF24 1DJ,2017-09-27,fhrs_5_en-GB,5
Retailers - other,McColls,CF14 6PD,2015-01-15,fhrs_4_en-GB,4
Retailers - other,McColls,CF10 4DP,2017-07-28,fhrs_4_en-GB,4
Takeaway/sandwich shop,McColls,CF14 1DJ,2016-12-15,fhrs_4_en-GB,4
Retailers - other,McColls,CF23 7DX,2017-06-09,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,McDonalds,CF23 8NL,2019-06-27,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF23 9AE,2020-09-04,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF14 5DX,2020-02-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF11 8EG,2019-12-05,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,McDonalds,CF14 3AT,2020-03-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF14 7HY,2017-05-31,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF10 2BU,2020-02-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF10 1AB,2020-02-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,McDonalds,CF11 0JR,2020-02-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Me Chef,CF11 7AN,2019-10-07,fhrs_2_en-GB,2
School/college/university,Meadowbank School Breakfast Club,CF14 2QQ,2013-01-09,fhrs_5_en-GB,5
School/college/university,Meadowbank Special School,CF14 2QQ,2019-12-12,fhrs_5_en-GB,5
School/college/university,Meadowlane Primary School,CF3 0JZ,2019-04-09,fhrs_5_en-GB,5
Other catering premises,Meals on Wheels Services,CF5 3JU,2019-02-26,fhrs_5_en-GB,5
Mobile caterer,Meat..ing Point,CF5 3JU,2018-06-29,fhrs_4_en-GB,4
Other catering premises,Mediterranean Foods,CF10 1AU,2017-04-25,fhrs_5_en-GB,5
Other catering premises,Meet and Eat,CF14 6HL,2019-09-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Meghna Balti Express,CF24 1LE,2019-11-28,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Meithrinfa Y Pelican Cyf,CF24 3DZ,2019-06-13,fhrs_5_en-GB,5
Pub/bar/nightclub,Melrose Inn,CF3 2UZ,2020-09-29,fhrs_2_en-GB,2
Other catering premises,Melysfa,CF3 2UZ,2017-10-25,fhrs_5_en-GB,5
Manufacturers/packers,Memory Lane Cakes,CF14 4XR,2020-02-12,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Mercure Hotel and Spa,CF24 0DD,2020-02-11,fhrs_5_en-GB,5
Other catering premises,Merhaba Cafe & Restaurant,CF24 1NF,2019-08-08,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Merola's Italian Restaurant & Pizzaria,CF11 6QS,2019-10-23,fhrs_4_en-GB,4
Farmers/growers,Merrifield Apiaries,CF11 6QS,2019-06-25,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Metchy's Cafe,CF24 4HS,2020-01-31,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mezza Luna,CF24 3BQ,2019-06-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Mia Porto Due,CF10 1FG,2019-11-12,fhrs_3_en-GB,3
Distributors/Transporters,Michael L Brown,CF11 8BB,2018-01-04,fhrs_2_en-GB,2
Retailers - other,Midnight Store,CF14 3JL,2019-09-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Midshire Catering Service Ltd,CF3 5EA,2018-09-06,fhrs_5_en-GB,5
Takeaway/sandwich shop,Mighty Cod,CF24 1LR,2020-09-15,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Milk & Sugar,CF10 3FA,2019-01-09,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Milk & Sugar Central Square Limited,CF10 1FS,2020-02-20,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Milk & Sugar Ltd,CF10 3AG,2020-03-02,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Milkwood,CF11 9HS,2019-12-18,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Millbank Primary Breakfast Club,CF5 5AL,2017-09-20,fhrs_5_en-GB,5
School/college/university,Millbank Primary School,CF5 5AL,2019-05-13,fhrs_5_en-GB,5
Takeaway/sandwich shop,Millenium Fish and Chips,CF11 6PP,2018-10-23,fhrs_4_en-GB,4
Retailers - other,Millenium Off Licence & Convenience,CF11 6PP,2016-08-08,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Miller & Carter,CF10 4AU,2019-06-26,fhrs_5_en-GB,5
Pub/bar/nightclub,Miller & Carter Cardiff,CF10 1AH,2019-10-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Miller & Carter Thornhill,CF14 9UA,2020-01-25,fhrs_5_en-GB,5
Other catering premises,Millies Cookies,CF10 2BY,2020-09-01,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mina Restaurant & Cafe Bar,CF24 4ND,2018-10-20,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Minehead Road Day Centre,CF3 5TE,2019-12-03,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Mini Kitchen,CF24 4AB,2019-10-21,fhrs_1_en-GB,1
Other catering premises,Minster Christian Centre Community Lunch Club,CF23 5AQ,2019-09-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mint and Mustard,CF14 3LZ,2020-02-27,fhrs_4_en-GB,4
Takeaway/sandwich shop,Mint Curry,CF5 1JJ,2019-03-18,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Mira Restaurant,CF11 9AH,2018-06-17,fhrs_5_en-GB,5
Other catering premises,Mirchi Indo-pak Cuisine,CF24 3DQ,2019-01-09,fhrs_2_en-GB,2
Hospitals/Childcare/Caring Premises,Miri Mawr Nursery,CF14 2JH,2020-02-10,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Mirus Wales,CF14 1UR,2016-12-05,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Mischiefs,CF10 5EY,2020-03-13,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,Miss Tilley's Community Cafe,CF14 6LT,2018-12-10,fhrs_5_en-GB,5
Mobile caterer,Mister Softee,CF23 7EP,2018-05-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mizzi,CF10 4PH,2020-03-17,fhrs_5_en-GB,5
Retailers - other,MJS Stores Ltd,CF14 3RA,2018-12-04,fhrs_3_en-GB,3
Mobile caterer,Modo Italian,CF5 3BL,2019-01-07,fhrs_5_en-GB,5
Mobile caterer,Modo Italian,CF5 3BL,2017-08-22,fhrs_5_en-GB,5
Other catering premises,Moment Makes,CF5 3BL,2017-03-24,fhrs_5_en-GB,5
Other catering premises,Monday Lunches,CF11 9NT,2019-11-04,fhrs_4_en-GB,4
Other catering premises,Monica McElveen,CF11 9NT,2015-01-21,fhrs_5_en-GB,5
Pub/bar/nightclub,Monkstone Inn,CF3 4LL,2019-07-30,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Moo Moo Thai Tapas,CF24 3JJ,2020-02-07,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Moo Moos Coffee Shop,CF14 4HE,2019-10-26,fhrs_5_en-GB,5
School/college/university,Moorland Junior and Infant School Main Kitchen,CF24 2LJ,2020-01-22,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Moorland Primary Breakfast Club,CF24 2LJ,2014-01-22,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Moorland Primary School Nursery & Reception,CF24 2LJ,2020-01-22,fhrs_5_en-GB,5
Other catering premises,Moorland Star,CF24 2LG,2020-07-17,fhrs_4_en-GB,4
Takeaway/sandwich shop,Morgans Fish Bar & Kebab House,CF10 1FF,2017-12-07,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Morrisons,CF14 5EY,2019-08-19,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Morrisons,CF11 0JP,2019-06-20,fhrs_5_en-GB,5
Retailers - other,Morrisons (Garage Shop),CF14 5EY,2019-08-19,fhrs_5_en-GB,5
Retailers - other,Morrisons Garage Shop,CF11 0JP,2016-10-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mo's Diner,CF24 5FA,2020-02-19,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Mother & Toddler Group,CF14 2AA,2019-03-27,fhrs_4_en-GB,4
Other catering premises,Moto Hospitality Ltd,CF72 8SA,2019-03-02,fhrs_5_en-GB,5
Other catering premises,Motor Point Arena,CF10 2EP,2020-03-11,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Mount Fuji Tokyo Teriyaki Restaurant,CF10 2EF,2020-01-16,fhrs_5_en-GB,5
School/college/university,Mount Stuart Nursery School,CF10 5BS,2020-03-06,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Mount Stuart Primary Breakfast Club,CF10 5BS,2017-04-27,fhrs_5_en-GB,5
School/college/university,Mount Stuart Primary School,CF10 5BS,2020-03-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mountain View Ranch,CF83 1NG,2019-11-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mowgli Street Food,CF10 1BG,2019-09-06,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Mowglis Ltd,CF10 1BG,2018-05-02,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mowgli's Restaurant Ltd,CF24 4XT,2020-08-11,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Mowlana,CF24 1LE,2020-01-28,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Mr & Mrs Twine,CF24 1LE,2014-01-27,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mr Brightsides,CF14 2FD,2019-09-26,fhrs_5_en-GB,5
Other catering premises,Mr Chips / Pronto Pizza,CF5 4LL,2019-01-26,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Mr Croquewich,CF10 1FG,2019-02-08,fhrs_5_en-GB,5
Mobile caterer,Mr Cuban,CF10 1FG,2017-10-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Mr Doner,CF11 6AJ,2017-12-22,fhrs_4_en-GB,4
Takeaway/sandwich shop,Mr Pizzas,CF24 3DD,2020-08-17,fhrs_3_en-GB,3
Other catering premises,Mr R Di Meo,CF24 3DD,2013-03-22,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mr Tikka,CF24 3DR,2020-05-06,fhrs_4_en-GB,4
Mobile caterer,Mr Twister,CF24 3DR,2016-01-26,fhrs_5_en-GB,5
Mobile caterer,Mr Whippy (Ice Cream Van),CF24 3RY,2016-09-12,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mr. Coffi,CF5 5TD,2019-08-04,fhrs_5_en-GB,5
Mobile caterer,Mr. Scoops,CF5 5TD,2018-07-06,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Mrs B's Nursery / Preschool,CF5 5TD,2019-02-20,fhrs_5_en-GB,5
Other catering premises,Mrs Farida Vali,CF5 5TD,2015-01-23,fhrs_5_en-GB,5
Other catering premises,Mrs Jane Hunt,CF5 5TD,2013-02-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Mrs Jones Limited,cf14 5pq,2019-11-19,fhrs_5_en-GB,5
Retailers - other,Mrs Lorraine Nelz - Home Caterer,cf14 5pq,2019-01-17,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Mrs Potts Hostel,CF10 1DX,2016-12-01,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Muffin Break,CF10 2EF,2020-09-17,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,Mugs and Momos,CF5 1GZ,2020-08-04,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Munchies,CF5 5LU,2019-05-13,fhrs_5_en-GB,5
Mobile caterer,My Coffee Guy,CF24 2FU,2018-06-27,fhrs_4_en-GB,4
Retailers - other,My Halal,CF24 4NR,2020-08-13,fhrs_3_en-GB,3
Other catering premises,My Little Cupcake,CF24 4NR,2019-01-21,fhrs_5_en-GB,5
Other catering premises,My Mummy's Cakes,CF10 5DY,2018-06-27,fhrs_5_en-GB,5
Retailers - other,My Mums Store,CF11 6EG,2016-05-13,fhrs_5_en-GB,5
Other catering premises,Myloaf Bakery,CF14 2FG,2017-10-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,N A Catering (wales) Ltd,CF10 4QP,2018-07-25,fhrs_5_en-GB,5
Mobile caterer,N&d Catering Ltd,CF3 2ER,2017-11-01,fhrs_5_en-GB,5
Takeaway/sandwich shop,Nadia Balti,CF5 1GY,2019-11-25,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,Nando's,CF10 2EF,2018-08-14,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Nando's,CF10 1FG,2017-01-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Nando's Chickenland Limited,CF10 5BZ,2020-02-04,fhrs_4_en-GB,4
Retailers - other,Nasir & Son Convenience Store,CF10 5HR,2018-05-09,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Nata & Co,CF10 5HR,2018-12-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Nata and Co,CF10 1BS,2020-08-14,fhrs_4_en-GB,4
Takeaway/sandwich shop,Nata and Co Portugese Bakery,CF24 1LW,2020-07-16,fhrs_3_en-GB,3
Manufacturers/packers,Natures Little Helpers,CF14 0SH,2016-10-01,fhrs_5_en-GB,5
Retailers - other,Nawroz Market,CF24 3BQ,2019-11-28,fhrs_3_en-GB,3
Retailers - other,Naz General Store,CF11 7EQ,2018-11-20,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Nazareth Care,CF10 3EG,2019-07-10,fhrs_4_en-GB,4
Other catering premises,Neil Clark,CF24 1LQ,2016-09-06,fhrs_5_en-GB,5
Retailers - other,Neil Morris Butchers,CF23 9PL,2019-04-17,fhrs_4_en-GB,4
Other catering premises,Neil's Cuisine Ltd,CF11 6JT,2019-03-07,fhrs_4_en-GB,4
Other catering premises,Nelia's Bakery,CF11 6JT,2019-09-13,fhrs_4_en-GB,4
Retailers - other,Nest Vintage Living Ltd,CF14 6HF,2017-05-24,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Nestlings' Nursery Ltd,CF10 3DA,2020-02-10,fhrs_4_en-GB,4
Takeaway/sandwich shop,New Champagne Chinese Take Away,CF11 9AH,2019-06-27,fhrs_4_en-GB,4
Takeaway/sandwich shop,New Ema Balti Limited,CF24 2PH,2020-08-25,fhrs_0_en-GB,0
Takeaway/sandwich shop,New Empire Take Away,CF14 1DB,2018-02-06,fhrs_5_en-GB,5
Other catering premises,New Foundations ME,CF24 4HX,2018-06-07,fhrs_5_en-GB,5
Distributors/Transporters,New Hap Shing Trading Co,CF24 5EU,2019-05-21,fhrs_4_en-GB,4
Distributors/Transporters,New Hap Shing Trading Co Ltd,CF11 6JT,2018-01-04,fhrs_5_en-GB,5
Takeaway/sandwich shop,New Haven Pizza,CF24 3RU,2020-07-31,fhrs_4_en-GB,4
Other catering premises,New Hope Community Church,CF3 4BX,2016-06-27,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,New House Country Hotel,CF14 9UA,2019-12-02,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,New House Residential Home,CF5 6DU,2018-02-12,fhrs_4_en-GB,4
Takeaway/sandwich shop,New India Kitchen,CF14 4QA,2020-08-05,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,New Tuck in Cafe,CF14 3LZ,2018-11-28,fhrs_3_en-GB,3
Takeaway/sandwich shop,New World Chinese Takeaway,CF11 7LA,2011-10-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,New York Deli,CF10 1QR,2019-09-24,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,New York Pizza,CF24 4NQ,2020-01-22,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,NIC Services Group LTD,CF24 2HP,2018-12-05,fhrs_3_en-GB,3
Other catering premises,Nicola Wiles,CF24 2HP,2019-09-13,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Nightingale House,CF24 1AJ,2012-11-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Nine Giants,CF14 6PE,2020-10-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Nine Yards,CF10 1DX,2018-05-02,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Ninian Park Primary Breakfast Club,CF11 8TF,2017-03-13,fhrs_5_en-GB,5
School/college/university,Ninian Park Primary School,CF11 8TF,2019-05-14,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Ninian Road Nursery,CF23 5EH,2019-06-04,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ninja Warrior UK Adventure Park,CF11 8AQ,2020-01-28,fhrs_1_en-GB,1
Retailers - supermarkets/hypermarkets,Nisa Local,CF23 9PL,2019-09-09,fhrs_5_en-GB,5
Retailers - other,Nisa Stores,CF10 1BS,2013-06-13,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,NISA Supermarket,CF5 4LL,2013-08-08,fhrs_4_en-GB,4
Retailers - other,Nisbets PLC,CF11 9BE,2018-02-22,fhrs_5_en-GB,5
Takeaway/sandwich shop,Nishirath Kitchen,CF5 1JN,2019-09-11,fhrs_4_en-GB,4
Mobile caterer,No 6 Gin & Fizz,CF5 1JN,2019-08-15,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Noahs Ark Nursery,CF14 5LZ,2019-12-06,fhrs_5_en-GB,5
Takeaway/sandwich shop,Noble House,CF24 3NT,2020-09-07,fhrs_4_en-GB,4
Hotel/bed & breakfast/guest house,Nomad Backpackers,CF24 0EF,2018-05-25,fhrs_4_en-GB,4
Takeaway/sandwich shop,Noodle Bar,CF10 1AH,2018-11-26,fhrs_3_en-GB,3
Takeaway/sandwich shop,Noodle Box,CF24 4BS,2019-07-24,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Nook,CF5 1BE,2020-02-20,fhrs_4_en-GB,4
Retailers - other,Nordic Catering LTD,CF5 1BE,2017-11-27,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,North Ely Youth Activity Centre,CF5 4DS,2019-05-16,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Nos Da Studio Hostelry,CF11 6AG,2020-03-12,fhrs_2_en-GB,2
Hotel/bed & breakfast/guest house,Novotel,CF10 4RT,2018-03-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Nuffield Health Coffee shop,CF11 0SN,2019-06-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Number 10,CF10 3BX,2018-11-30,fhrs_3_en-GB,3
Other catering premises,Nutritiously Naughty,CF10 3BX,2018-12-21,fhrs_5_en-GB,5
Retailers - other,O Delices De Val,CF10 3BX,2018-03-24,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Oak House Care Home,CF5 1FJ,2019-07-22,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Oakfield Primary Breakfast Club,CF3 0AA,2014-06-10,fhrs_4_en-GB,4
School/college/university,Oakfield Primary School,CF3 0AA,2020-01-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Oasis Café,CF23 8LL,2018-12-11,fhrs_5_en-GB,5
Mobile caterer,Oasis Cardiff (Mobile Unit),CF24 2BW,2018-08-15,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Ocean Coffee,CF24 2BW,2019-09-18,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Ocean Day Nursery,CF24 5PG,2019-01-09,fhrs_5_en-GB,5
Pub/bar/nightclub,Ocean Park Brewers Fayre,CF24 5HF,2020-01-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ocean Park Cafe,CF24 5GT,2019-02-14,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ocs,CF14 5FQ,2019-12-06,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,OCS,CF11 6JY,2018-02-23,fhrs_3_en-GB,3
Retailers - other,Odeon Cinema,CF10 4JY,2018-01-17,fhrs_4_en-GB,4
Pub/bar/nightclub,Old Arcade,CF10 1BG,2020-02-17,fhrs_4_en-GB,4
Pub/bar/nightclub,Old Havana,CF10 1AW,2019-04-30,fhrs_5_en-GB,5
Pub/bar/nightclub,Old Illtydians Rfc,CF24 1HA,2014-09-23,fhrs_4_en-GB,4
Pub/bar/nightclub,Old Market Tavern,CF10 1BH,2020-08-20,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,Old Post House,CF5 6EL,2019-12-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Olive Branch,CF14 6HA,2017-11-10,fhrs_5_en-GB,5
Manufacturers/packers,Ollie's Brewery,CF10 1GA,2016-09-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ollies Hog Roast,CF3 5SN,2019-09-11,fhrs_3_en-GB,3
Other catering premises,Olwen Duddridge,CF3 5SN,2018-11-06,fhrs_5_en-GB,5
Mobile caterer,On Ice Foods,CF11 8AQ,2017-08-01,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,One,CF10 5AL,2019-07-01,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,One 2 Two,CF14 3LZ,2018-11-19,fhrs_4_en-GB,4
Retailers - other,One Below,CF10 2DP,2019-05-08,fhrs_4_en-GB,4
Retailers - other,One Stop,CF14 1UE,2012-12-18,fhrs_5_en-GB,5
Retailers - other,One Stop,CF24 1NL,2016-09-29,fhrs_4_en-GB,4
Retailers - other,One Stop,CF3 4DN,2016-08-09,fhrs_5_en-GB,5
Retailers - other,One Stop,CF23 7EY,2017-01-10,fhrs_4_en-GB,4
Retailers - other,One Stop Stores,CF5 1GL,2010-11-29,fhrs_5_en-GB,5
Retailers - other,One Stop Stores Limited,CF11 6RS,2014-11-06,fhrs_5_en-GB,5
Retailers - other,One Stop Stores Ltd,CF14 4LY,2019-07-04,fhrs_5_en-GB,5
Pub/bar/nightclub,O'Neills,CF10 1DW,2018-04-18,fhrs_5_en-GB,5
Retailers - other,OneStop Shop,CF24 0DB,2018-01-25,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Orbis Education Ltd,CF14 7EF,2019-12-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Orchard Tea House,CF15 8DF,2017-02-28,fhrs_5_en-GB,5
Other catering premises,Organic Cafe,CF14 4AG,2019-10-29,fhrs_5_en-GB,5
Retailers - other,Oriel Jones,CF11 9DX,2019-10-09,fhrs_4_en-GB,4
Retailers - other,Oriel Jones Ltd,CF11 9PP,2020-06-16,fhrs_4_en-GB,4
Takeaway/sandwich shop,Orient Express,CF24 4RQ,2020-02-19,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Original Goodfillas,CF10 1FG,2019-02-07,fhrs_5_en-GB,5
Other catering premises,Orla Adams,CF10 1FG,2018-07-23,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Osaka,CF11 9AJ,2020-08-17,fhrs_4_en-GB,4
Takeaway/sandwich shop,Ostro,CF24 3BJ,2019-03-11,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Outpost,CF10 1BR,2017-09-14,fhrs_5_en-GB,5
Pub/bar/nightclub,Owain Glyndwr,CF10 1GL,2019-02-06,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Oz Urfa,CF14 3BH,2018-04-11,fhrs_3_en-GB,3
Takeaway/sandwich shop,Ozzy's Sandwich Bar,CF14 7BQ,2018-05-30,fhrs_5_en-GB,5
Retailers - other,P & R Hopkins-celtic Meats,CF15 9PW,2019-08-13,fhrs_5_en-GB,5
Retailers - other,P + R Hopkins,CF14 6RE,2019-11-04,fhrs_3_en-GB,3
Pub/bar/nightclub,Packet Hotel,CF10 5AB,2013-02-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Pact Lunch,CF24 0UG,2020-01-28,fhrs_4_en-GB,4
Other catering premises,Pak Butchers,CF11 6RX,2019-06-06,fhrs_4_en-GB,4
Other catering premises,Palace Road Residential Home,CF5 2AF,2011-06-21,fhrs_4_en-GB,4
Takeaway/sandwich shop,Palette,CF10 1PU,2020-07-21,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Palm Trees Out of Hours Club,CF14 5LZ,2016-11-30,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Palm Trees Playgroup,CF14 5LZ,2018-07-19,fhrs_5_en-GB,5
Other catering premises,PALS 2015,CF14 6SS,2016-11-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Panama Restaurant,CF14 3JN,2020-01-15,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Panteg Close Care Home,CF5 4TW,2018-05-01,fhrs_5_en-GB,5
Takeaway/sandwich shop,Papa Johns,CF24 3JG,2019-02-14,fhrs_4_en-GB,4
Takeaway/sandwich shop,Papa John's,CF11 0SR,2019-01-16,fhrs_4_en-GB,4
Other catering premises,Papa Nikala,CF11 0SR,2020-01-29,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Parachutes Childcare Ltd (st Francis Play Group),CF5 4JL,2013-09-11,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Parachutes Playgroup,CF23 9PN,2019-06-03,fhrs_5_en-GB,5
Retailers - other,Paradox Trading Ltd,CF11 9LJ,2018-04-17,fhrs_5_en-GB,5
Takeaway/sandwich shop,Parc Deli,CF5 1BJ,2019-05-14,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,"Parc Play ltd (Unit 5, Curran Embankment, Cardiff, CF10 5DX)",CF10 5DX,2020-02-12,fhrs_3_en-GB,3
