biz_type,name,postcode,rating_date,rating_key,rating_value
Takeaway/sandwich shop,Grand Pizza & Grill,CF5 4LE,2019-12-05,fhrs_4_en-GB,4
Pub/bar/nightclub,Grange Albion Sports & Social Club,CF11 7LA,2015-02-06,fhrs_4_en-GB,4
Takeaway/sandwich shop,Grange Fish Bar,CF11 7AQ,2020-09-03,fhrs_1_en-GB,1
Hospitals/Childcare/Caring Premises,Grangelodge Residential Home LTD,CF11 7HL,2020-01-28,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Grangetown Baptist Church,CF11 7HP,2019-02-11,fhrs_4_en-GB,4
Pub/bar/nightclub,Grangetown Catholic Club,CF11 7AW,2017-03-15,fhrs_5_en-GB,5
School/college/university,Grangetown Junior & Infants,CF11 7XS,2020-01-21,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Grangetown Nursery School,CF11 7DT,2015-02-11,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Grangetown Primary School Breakfast Club,CF11 7XS,2016-04-21,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Granny Macs,CF24 3DR,2018-07-27,fhrs_4_en-GB,4
Other catering premises,Grapevine,CF14 6NB,2018-11-06,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Great China,CF14 3NB,2018-11-01,fhrs_4_en-GB,4
Pub/bar/nightclub,Great Western Lloyds Bar,CF10 1FA,2018-09-15,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Greazy Vegan,CF10 1BW,2019-03-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Green and Jenks,CF24 3DG,2019-11-07,fhrs_4_en-GB,4
School/college/university,Greenhill School,CF14 6UJ,2019-06-18,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,GREENS VEGAN,CF10 3BX,2019-09-12,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Greenway Flying Start,CF3 3JG,2019-12-03,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Greenway Primary Breakfast Club,CF3 3JG,2014-11-17,fhrs_4_en-GB,4
School/college/university,Greenway School,CF3 3JG,2019-12-03,fhrs_5_en-GB,5
Takeaway/sandwich shop,Greggs,CF10 1ER,2017-11-29,fhrs_5_en-GB,5
Retailers - other,Greggs,CF14 1DA,2018-06-26,fhrs_5_en-GB,5
Retailers - other,Greggs,CF24 1PX,2019-10-28,fhrs_4_en-GB,4
Retailers - other,Greggs,CF11 9AJ,2019-11-11,fhrs_4_en-GB,4
Takeaway/sandwich shop,Greggs,CF10 1FF,2020-01-29,fhrs_5_en-GB,5
Retailers - other,Greggs,CF10 3BA,2019-10-29,fhrs_5_en-GB,5
Retailers - other,Greggs,CF24 3LJ,2016-09-13,fhrs_5_en-GB,5
Takeaway/sandwich shop,Greggs,CF10 2BW,2020-10-13,fhrs_5_en-GB,5
Retailers - other,Greggs,CF24 3PA,2017-05-11,fhrs_5_en-GB,5
Takeaway/sandwich shop,Greggs,CF3 5YR,2019-05-28,fhrs_4_en-GB,4
Takeaway/sandwich shop,Greggs,CF14 6RG,2016-09-22,fhrs_5_en-GB,5
Retailers - other,Greggs,CF3 4AJ,2019-08-08,fhrs_3_en-GB,3
Retailers - other,Greggs,CF10 2GP,2019-03-21,fhrs_5_en-GB,5
Takeaway/sandwich shop,Greggs,CF10 1GJ,2020-03-02,fhrs_5_en-GB,5
Retailers - other,Greggs,CF24 5PF,2017-02-27,fhrs_5_en-GB,5
Retailers - other,Greggs,CF24 5PF,2017-06-15,fhrs_5_en-GB,5
Retailers - other,Greggs,CF23 7XH,2019-03-05,fhrs_5_en-GB,5
Retailers - other,Greggs,CF10 2DQ,2016-11-08,fhrs_5_en-GB,5
Retailers - other,Greggs,CF14 5DN,2018-07-14,fhrs_5_en-GB,5
Retailers - other,Greggs Bargain Bakery,CF5 4LE,2016-09-19,fhrs_5_en-GB,5
Retailers - other,Greggs of Treforest,CF24 4AA,2020-01-16,fhrs_5_en-GB,5
Retailers - other,Greggs Plc,CF10 1AT,2018-09-22,fhrs_5_en-GB,5
Retailers - other,Greggs Plc,CF24 4NR,2018-07-21,fhrs_5_en-GB,5
Takeaway/sandwich shop,Greggs Plc,CF23 9FF,2016-09-01,fhrs_5_en-GB,5
Takeaway/sandwich shop,Greggs Plc,CF10 5BZ,2020-01-09,fhrs_4_en-GB,4
Retailers - other,Greggs the Bakers,CF5 4LL,2019-01-22,fhrs_5_en-GB,5
Other catering premises,Grosvenor Casino,CF10 4JY,2019-10-02,fhrs_5_en-GB,5
Mobile caterer,Gurpal Singh,CF11 6QX,2018-06-20,fhrs_4_en-GB,4
School/college/university,Gwaelod y Garth Primary School,CF15 9HJ,2019-05-07,fhrs_5_en-GB,5
Pub/bar/nightclub,Gwaelod-y-Garth Inn,CF15 9HH,2016-07-25,fhrs_5_en-GB,5
Retailers - other,Gwalia Stores,CF5 6XB,2015-09-24,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Gwalia Trust,CF3 5TE,2019-08-30,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Gwynfa Residential Home,CF14 5UW,2019-11-29,fhrs_5_en-GB,5
Other catering premises,H M Prison Cardiff,CF24 0UG,2020-02-17,fhrs_4_en-GB,4
Takeaway/sandwich shop,H&M GLOBAL FOOD LTD,CF24 2TY,2020-08-19,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Hadyn Ellis Coffee Shop,CF24 4HQ,2015-11-04,fhrs_4_en-GB,4
Other catering premises,Haf's Bakeshouse,CF24 4HQ,2015-05-21,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Hak's Fish & Kebabs,CF10 1FF,2020-01-31,fhrs_5_en-GB,5
Retailers - other,Halal World,CF11 0JR,2017-04-13,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Hallmark Care Homes (Pentwyn),CF23 7EP,2018-10-26,fhrs_5_en-GB,5
Takeaway/sandwich shop,Han Sing,CF5 1JN,2020-01-16,fhrs_4_en-GB,4
Retailers - other,Hancocks Cash & Carry,CF11 8EQ,2018-03-20,fhrs_5_en-GB,5
Mobile caterer,Handcrafted Horsebox,CF11 8EQ,2018-11-20,fhrs_5_en-GB,5
Other catering premises,Hannah's Cakes,CF10 5DY,2019-03-23,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Hanoi1991,CF10 1AE,2020-07-22,fhrs_3_en-GB,3
Mobile caterer,Happy Apple Fruit Co. LTD,CF11 8BE,2017-09-23,fhrs_5_en-GB,5
Takeaway/sandwich shop,Happy House,CF24 3NT,2020-02-24,fhrs_1_en-GB,1
Other catering premises,Happy Lok Diner,CF24 4ND,2019-11-26,fhrs_4_en-GB,4
Retailers - other,Happy Shopper,CF24 2BY,2017-02-16,fhrs_3_en-GB,3
Distributors/Transporters,Happy UK Life,CF24 2BY,2018-01-30,fhrs_5_en-GB,5
Takeaway/sandwich shop,Happy Wok,CF24 1PX,2019-07-17,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Hard Lines,CF10 1AU,2017-10-30,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Hard Lines,CF5 1GX,2020-01-07,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Harmless Butcher,CF5 5NF,2018-09-25,fhrs_5_en-GB,5
Retailers - other,Harrison Tea's,CF5 5NF,2018-12-28,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Havana Shisha Lounge,CF24 3DR,2019-03-27,fhrs_4_en-GB,4
Other catering premises,Haven House,CF11 6QX,2017-09-04,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Hawthorn After School Club,CF14 2FL,2020-02-27,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Hawthorn Primary Breakfast Club,CF14 2FL,2012-10-15,fhrs_5_en-GB,5
School/college/university,Hawthorn Primary School,CF14 2FL,2019-05-22,fhrs_5_en-GB,5
Retailers - other,Hayes News,CF10 1AH,2011-10-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Head of Steam,CF10 1BG,2019-01-30,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Head Post Office,CF11 8TA,2019-05-28,fhrs_4_en-GB,4
Manufacturers/packers,Healthy Drinks & Smoothie,CF11 8TA,2018-07-31,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Heaney/Uisce,CF11 9NR,2019-09-20,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Heath House,CF14 3QY,2019-06-25,fhrs_4_en-GB,4
Takeaway/sandwich shop,Heath Kitchen,CF14 3LW,2018-09-26,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,Heathcock,CF5 2EN,2019-01-12,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Heatherleigh Care,CF23 6XH,2018-03-12,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Heatherleigh Care LTD,CF24 2DD,2018-03-14,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Heatherleigh Care LTD,CF5 5LQ,2018-03-12,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Heavenly Desserts,CF10 3BX,2019-11-22,fhrs_5_en-GB,5
Manufacturers/packers,Heist,CF10 5DY,2019-02-04,fhrs_4_en-GB,4
Mobile caterer,Henry Green Coffee,CF24 1PL,2017-05-10,fhrs_5_en-GB,5
Pub/bar/nightclub,Henry's Cafe Bar,CF10 3DP,2019-01-22,fhrs_5_en-GB,5
Other catering premises,Henstaff Court Business Centre,CF72 8NG,2016-05-05,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Heol Don Nursing And Residential Centre,CF14 2AU,2020-03-10,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Herbert Thompson Primary Breakfast Club,CF5 4XD,2012-02-01,fhrs_5_en-GB,5
School/college/university,Herbert Thompson Primary School,CF5 4XD,2020-01-20,fhrs_5_en-GB,5
Pub/bar/nightclub,Highfield Inn,CF5 5JP,2019-11-23,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Hillcroft Residential Home,CF5 2AJ,2020-09-09,fhrs_1_en-GB,1
Retailers - other,Hilldip's Stores,CF5 5JP,2019-08-05,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Hilton Hotel,CF10 3HH,2019-11-04,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Himalaya Tandoori,CF24 3PB,2020-01-09,fhrs_4_en-GB,4
Other catering premises,Hipo Hyfryd,CF24 2AA,2017-02-14,fhrs_4_en-GB,4
Other catering premises,Hive Dine,CF24 3EL,2018-11-14,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Hoffi Coffi Cardiff Limited,CF10 3EG,2020-02-18,fhrs_5_en-GB,5
Mobile caterer,Hogi Hogi Hogi,CF10 3EG,2018-05-10,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Holiday Inn Cardiff City,CF10 1XD,2020-03-11,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Holiday Inn Cardiff North,CF10 1XD,2019-03-29,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Holiday Inn Express,CF10 4EE,2020-03-10,fhrs_5_en-GB,5
Retailers - other,Holland & Barrett,CF10 2EW,2018-02-16,fhrs_5_en-GB,5
Retailers - other,Holland & Barrett,CF24 3LP,2011-06-30,fhrs_5_en-GB,5
Retailers - other,Holland And Barrett,CF10 2BE,2017-08-22,fhrs_5_en-GB,5
Retailers - other,Hollie Waters-Dewhurst,CF10 2BE,2018-02-26,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Hollies After School Club,CF23 7XG,2012-02-01,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Hollies Daycare Nursery,CF11 8DG,2020-01-15,fhrs_4_en-GB,4
Pub/bar/nightclub,Hollybush Pub and Carvery,CF14 7EG,2019-03-20,fhrs_5_en-GB,5
Retailers - other,Holly's Store,CF14 1RT,2014-04-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Hollywood Bowl,CF10 4JY,2018-11-20,fhrs_4_en-GB,4
Takeaway/sandwich shop,Hollywood Pizza,CF24 4ND,2020-09-22,fhrs_3_en-GB,3
Retailers - other,Holmesdale Mini Market,CF11 7HH,2018-12-14,fhrs_5_en-GB,5
Retailers - other,Holmesdale St Post Office & Convenience Store,CF11 7HH,2017-05-31,fhrs_5_en-GB,5
Takeaway/sandwich shop,Holmesdale Street Fish Bar,CF11 7BU,2019-06-06,fhrs_4_en-GB,4
School/college/university,Holroyd Howe,CF24 0AA,2020-02-06,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Holy Family Playgroup - Parachutes Childcare,CF5 3SN,2016-03-09,fhrs_5_en-GB,5
School/college/university,Holy Family Primary School,CF5 3SN,2019-03-12,fhrs_5_en-GB,5
Manufacturers/packers,Holy Yolks,CF5 3BL,2019-03-19,fhrs_5_en-GB,5
Retailers - other,Home Bargains,CF24 3LL,2017-04-24,fhrs_5_en-GB,5
Retailers - other,Home Bargains,CF5 5TD,2017-11-24,fhrs_5_en-GB,5
Retailers - other,Home Bargains,CF11 9AH,2017-12-18,fhrs_5_en-GB,5
Retailers - other,Home Bargains,CF23 9FF,2014-03-05,fhrs_5_en-GB,5
Retailers - other,Home Bargains,CF11 0JR,2017-11-08,fhrs_5_en-GB,5
Other catering premises,Home Food Supplier,CF11 0JR,2017-09-25,fhrs_4_en-GB,4
Other catering premises,Home Sweet Cupcakes,CF11 0JR,2012-11-29,fhrs_4_en-GB,4
Manufacturers/packers,Homemade Baked by Becci,CF11 0JR,2015-02-06,fhrs_5_en-GB,5
Other catering premises,HomeMade By Jayne,CF11 0JR,2016-10-14,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Honest Burgers,CF10 1BG,2020-10-07,fhrs_5_en-GB,5
Pub/bar/nightclub,Hopbunker Limited,CF10 3FD,2015-08-19,fhrs_5_en-GB,5
Takeaway/sandwich shop,Hot Box Fast Food,CF3 1RR,2019-09-05,fhrs_3_en-GB,3
Takeaway/sandwich shop,Hot Pantry Limited,CF11 9PP,2018-05-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Hot Pot Spot,CF24 3PE,2019-09-27,fhrs_2_en-GB,2
Hotel/bed & breakfast/guest house,Hotel Campanile,CF23 8HA,2018-12-11,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Hotel Chocolat,CF10 2DP,2020-01-16,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Hotel Indigo,CF10 2AR,2017-12-07,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Hotel One Hundred,CF24 1DG,2012-10-29,fhrs_5_en-GB,5
School/college/university,Howardian Primary School,CF23 9NB,2018-11-06,fhrs_5_en-GB,5
Takeaway/sandwich shop,Howel Food Consultancy Cyf,CF23 9NB,2017-06-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Howells Restaurant,CF10 1TT,2020-02-10,fhrs_4_en-GB,4
School/college/university,Howell's School GDST,CF5 2YD,2019-10-09,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Huggard Ltd,CF10 5DW,2020-02-25,fhrs_1_en-GB,1
School/college/university,Hywel Dda Primary School,CF5 4PD,2019-09-05,fhrs_5_en-GB,5
School/college/university,Hywel Dda Primary School Breakfast Club,CF5 4PD,2015-03-16,fhrs_5_en-GB,5
School/college/university,Hywel Dda Primary School Nursery & Reception Class,CF5 4PD,2013-03-19,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,I Giardini Di Sorrento,CF24 3DL,2019-11-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,I Want To Ride My Bike Limited,CF10 3BA,2017-08-01,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Ibis Budget Hotel,CF10 4BE,2010-12-14,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Ibis Hotel,CF10 2HA,2020-03-02,fhrs_2_en-GB,2
Hotel/bed & breakfast/guest house,Ibis Hotel Cardiff Gate,CF23 8RA,2018-09-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ice Arena Wales,CF11 0JS,2019-03-18,fhrs_5_en-GB,5
Mobile caterer,Ice Cream Van - Reg W213 XDA,CF10 5EP,2018-07-27,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Iceland,CF5 1GW,2018-10-23,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Iceland,CF14 1DH,2012-09-13,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Iceland Foods Ltd,CF3 5SJ,2016-12-02,fhrs_4_en-GB,4
Retailers - other,Iceland Foods Ltd,CF11 0JR,2017-10-05,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Iceland Frozen Foods Ltd,CF24 3LH,2014-06-23,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ichiban,CF24 3NT,2020-01-30,fhrs_4_en-GB,4
Takeaway/sandwich shop,iCookThai,CF24 4ND,2019-12-11,fhrs_2_en-GB,2
Retailers - other,Iechyd Da @ CF14,CF14 1DD,2019-09-18,fhrs_5_en-GB,5
Other catering premises,IKEA,CF11 0XR,2020-03-05,fhrs_5_en-GB,5
Other catering premises,Il Gelataio,CF11 0XR,2017-11-02,fhrs_5_en-GB,5
Retailers - other,Il Gusto,CF10 2DP,2017-10-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ilili Restaurant Ltd,CF14 3QX,2019-02-15,fhrs_4_en-GB,4
Other catering premises,Imperial Cafe,CF24 2BU,2020-03-13,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,In Cafe,CF24 4NP,2019-03-06,fhrs_4_en-GB,4
Other catering premises,Incredableedibles Catering,CF5 4FN,2018-08-01,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,India Gate,CF14 2AA,2019-05-21,fhrs_5_en-GB,5
Takeaway/sandwich shop,India House,CF14 2FH,2018-11-14,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Indo Cymru Restaurant,CF11 9AH,2020-03-12,fhrs_2_en-GB,2
Mobile caterer,Inferno Catering,CF11 9AH,2019-11-08,fhrs_5_en-GB,5
Other catering premises,Infinity Trampoline Park,CF24 2RZ,2018-01-09,fhrs_5_en-GB,5
Other catering premises,Inma's Continental Stores,CF11 6NJ,2019-03-12,fhrs_3_en-GB,3
Other catering premises,Inner City Pickle,CF11 6NJ,2011-03-07,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Innovate Trust,CF24 2LD,2014-10-27,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Innovate Trust,CF23 5HP,2014-09-17,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Innovate Trust,CF3 0EF,2018-11-08,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Innovate Trust,CF24 2SJ,2019-11-25,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Insomnia Coffee Company,CF10 2UF,2017-01-09,fhrs_5_en-GB,5
Other catering premises,Inspiring Restaurants,CF3 1EY,2020-02-11,fhrs_3_en-GB,3
Retailers - other,International Food Centre,CF24 3BN,2019-11-26,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Inyamat,CF11 6DQ,2018-10-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Irie Shack,CF24 4EE,2017-09-06,fhrs_5_en-GB,5
Mobile caterer,Isha Catering,CF3 2EQ,2018-05-17,fhrs_5_en-GB,5
Other catering premises,Issy Boo Cakes,CF3 2EQ,2016-06-20,fhrs_5_en-GB,5
Takeaway/sandwich shop,Istanbul Kebab House,CF23 7JD,2019-08-13,fhrs_4_en-GB,4
Other catering premises,It's All Gravy Baby,CF11 9DU,2018-12-02,fhrs_4_en-GB,4
Retailers - other,It's Like So Random,CF11 9DU,2014-11-28,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Iv Lounge,CF14 4XW,2019-10-29,fhrs_5_en-GB,5
Pub/bar/nightclub,Ivor Davies,CF11 9AN,2019-11-18,fhrs_3_en-GB,3
Mobile caterer,J B's Pitstop Diner,CF11 8BA,2019-09-06,fhrs_4_en-GB,4
Distributors/Transporters,J D Supplier LTD TA JD Foods,CF3 2EQ,2019-10-28,fhrs_1_en-GB,1
Retailers - other,J Sainsbury Plc (Garage Shop),CF23 9AN,2014-05-15,fhrs_5_en-GB,5
Retailers - other,J T Morgan,CF10 1AU,2020-03-12,fhrs_4_en-GB,4
Manufacturers/packers,J T Morgan (butchers) Limited,CF11 8BB,2017-09-04,fhrs_4_en-GB,4
Takeaway/sandwich shop,J&M,CF24 3DY,2020-09-22,fhrs_3_en-GB,3
Mobile caterer,Jack And Amelie Ltd,CF3 2EQ,2017-11-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Jack Russell's,CF14 1DA,2020-09-22,fhrs_4_en-GB,4
Other catering premises,Jackie Burns,CF14 1DA,2019-12-14,fhrs_5_en-GB,5
Takeaway/sandwich shop,Jalapeno's Pizza,CF14 4AE,2018-10-05,fhrs_5_en-GB,5
Retailers - other,James & Jenkins (Garage Shop),CF14 2FF,2016-12-21,fhrs_4_en-GB,4
Mobile caterer,James Ices,CF14 2FF,2019-06-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Jamuna Restaurant,CF14 4AE,2020-02-12,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Jasmin,CF24 3PB,2020-02-25,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Jaspers Tea Rooms,CF5 2DZ,2019-11-20,fhrs_5_en-GB,5
Retailers - other,Jays News,CF23 9PL,2020-01-20,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,JCR Coffee Shop,CF24 3AA,2015-02-16,fhrs_5_en-GB,5
Pub/bar/nightclub,Jd Wetherspoons,CF10 5BU,2020-01-30,fhrs_5_en-GB,5
Other catering premises,Jean Haines,CF10 5BU,2012-09-14,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ji,CF11 9AL,2020-09-18,fhrs_4_en-GB,4
Retailers - other,Jing Xing Express,CF24 3BQ,2020-01-27,fhrs_3_en-GB,3
Takeaway/sandwich shop,JJ's,CF10 1EW,2018-09-24,fhrs_5_en-GB,5
Mobile caterer,JLS Catering Ltd,CF10 1EW,2019-05-08,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Joe's Cafe,CF5 1HD,2020-01-28,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Joes Ice Cream,CF10 4PA,2015-09-01,fhrs_5_en-GB,5
Retailers - other,Joe's Ice Cream Palour,CF24 3PA,2017-09-27,fhrs_5_en-GB,5
Mobile caterer,Joes Ices,CF24 3PA,2013-09-11,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,John Lewis (Cardiff),CF10 1EG,2015-05-21,fhrs_5_en-GB,5
Takeaway/sandwich shop,Johns Fish and Chip Bar,CF24 1QJ,2020-01-28,fhrs_5_en-GB,5
Other catering premises,Joshi's Veg Eatery,CF24 1QJ,2018-01-03,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,JRC Global Buffet,CF10 5BZ,2017-12-19,fhrs_5_en-GB,5
Importers/Exporters,JRD Innovations Ltd Trading As Send2china,CF24 4AE,2020-02-10,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Juboraj of Rhiwbina,CF14 6HA,2019-11-19,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Julian Hodge Lounge,CF14 6HA,2017-05-17,fhrs_5_en-GB,5
Other catering premises,Julie Scrumptious,CF14 6HA,2013-01-09,fhrs_5_en-GB,5
Mobile caterer,Julies Burger Van-Food on the Move,CF14 6HA,2018-09-25,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Jump and Caerleon Childcare,CF14 5DU,2020-10-02,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Juno Lounge,CF24 3PB,2020-02-27,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Jury's Inn Cardiff,CF10 3UD,2020-02-06,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Just Learning Busy Bees Day Nursery,CF23 8RD,2019-06-05,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Just Perfect Catering at Atradius,CF10 4WZ,2019-11-28,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Just Perfect Catering At Cardiff International White Water,CF11 0SY,2019-04-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Just Perfect Catering At The Wales Millennium Centre,CF10 5AL,2019-07-18,fhrs_4_en-GB,4
Other catering premises,Justdesserts Khan,CF10 5AL,2013-07-22,fhrs_5_en-GB,5
Mobile caterer,K & K's Bouncy,CF10 5AL,2019-01-08,fhrs_5_en-GB,5
Mobile caterer,K A Coffee,CF10 5AL,2017-09-24,fhrs_4_en-GB,4
Mobile caterer,K' C Kitchen,CF10 5AL,2018-08-02,fhrs_5_en-GB,5
Retailers - other,K. Blackmore & Sons,CF10 1AU,2019-11-14,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,K.2 Coffee House & Caterers,CF5 2DY,2020-01-28,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Kahuna,CF10 1AE,2020-01-31,fhrs_4_en-GB,4
Retailers - other,Kairali Spices Centre,CF24 3PG,2015-02-12,fhrs_5_en-GB,5
Pub/bar/nightclub,Kapu,CF10 1AD,2018-05-03,fhrs_5_en-GB,5
Mobile caterer,Karlsburgers,CF10 1AD,2019-06-05,fhrs_5_en-GB,5
Pub/bar/nightclub,Karma,CF10 1FA,2018-05-03,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Kaspas,CF24 3BN,2020-09-22,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Kaspa's,CF10 1AA,2020-10-29,fhrs_4_en-GB,4
Takeaway/sandwich shop,KATIWOK,CF24 4NP,2019-09-17,fhrs_4_en-GB,4
Other catering premises,Kaya Kitchen,CF24 3DL,2019-02-13,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,KBS Kebab House,CF24 3JJ,2019-12-12,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Keep Terrace,CF10 3RB,2018-11-29,fhrs_5_en-GB,5
Retailers - other,Keith The Fish,CF10 2DP,2017-01-24,fhrs_5_en-GB,5
Other catering premises,Kemi's@pontcanna,CF10 2DP,2017-01-10,fhrs_4_en-GB,4
Retailers - other,Ken's Grocery & Off Licence,CF3 4AJ,2017-08-08,fhrs_4_en-GB,4
Retailers - other,Kent Street Stores,CF11 7DN,2018-10-31,fhrs_5_en-GB,5
Other catering premises,Keralan Karavan,CF11 7DN,2018-08-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,KFC,CF10 1DX,2020-01-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,KFC,CF10 2BJ,2019-06-11,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,KFC,CF14 3AT,2020-02-27,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,KFC,CF11 8ER,2018-04-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,KFC,CF23 9AE,2018-06-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,KFC,CF23 8RA,2018-11-24,fhrs_5_en-GB,5
Retailers - other,Khan Food Stores (Cardiff) Ltd,CF11 6AL,2020-05-15,fhrs_3_en-GB,3
Takeaway/sandwich shop,Khan's Fish Bar,CF24 4HT,2018-11-21,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Khyber Kebab,CF11 7AN,2020-01-15,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Kimchi,CF11 9DU,2018-06-17,fhrs_3_en-GB,3
